,Car Name,Car url,Car Brand,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
228,Swift Dzire Vdi BSIV,/used-car-details/used-Maruti-Swift-Dzire-2008-Vdi-BSIV-cars-Kolkata_6F66830938EF9AC1D60158F412B155AB.htm,Maruti,10,3.05,8.2315,53174,Diesel,Dealer,73.9,Manual,First Owner,19.3,1248,2 WD,5,5
229,i20 Diesel Asta Option,/used-car-details/used-Hyundai-Elite-i20-2017-2020-Diesel-Asta-Option-cars-Kolkata_BF97D09261C81FBC0614545FD90F7819.htm,Hyundai,2,7.8,10.575,40000,Diesel,Individual,88.76,Manual,First Owner,22.54,1396,FWD,5,6
230,Pajero Sport 4X4,/used-car-details/used-Mitsubishi-Pajero-Sport-4X4-cars-Kolkata_23728E51C3B190AE650C412C2E1F80E8.htm,Mitsubishi,7,11.5,31.0366,60000,Diesel,Individual,175.56,Manual,First Owner,13.5,2477,4WD,7,5
231,Grand i10 1.2 Kappa Magna AT,/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Magna-AT-cars-Kolkata_8ABDB51E0DECFF66ED87EAE6D68F69D4.htm,Hyundai,4,4.35,11.7399,34000,Petrol,Dealer,81.86,Automatic,Second Owner,18.9,1197,FWD,5,4
232,RediGO T Option,/used-car-details/used-Datsun-redi-GO-2016-2020-T-Option-cars-Kolkata_C5D5AD53DFF390491329B3F4C9397B10.htm,Datsun,3,3.0,4.885,7000,Petrol,Individual,53.64,Manual,First Owner,22.7,799,2WD,5,5
233,Harrier XZ BSIV,/used-car-details/used-Tata-Harrier-XZ-BSIV-cars-Kolkata_A9F86497EC80B64AE100A669E7A070BD.htm,Tata,2,16.0,19.869999999999997,21000,Diesel,Individual,138.1,Manual,First Owner,17.0,1956,FWD,5,6
234,Bolero ZLX,/used-car-details/used-Mahindra-Bolero-2011-2019-ZLX-cars-Kolkata_7F066B494659D6167628FBEEB405864F.htm,Mahindra,5,5.88,10.600000000000001,108501,Diesel,Dealer,62.1,Manual,First Owner,15.96,2523,RWD,7,5
235,i20 Magna 1.2,/used-car-details/used-Hyundai-i20-2015-2017-Magna-1.2-cars-Kolkata_EB5528FF45B29EF3BF8514CA4448F05D.htm,Hyundai,6,4.69,10.18,46204,Petrol,Dealer,81.83,Manual,First Owner,18.6,1197,FWD,5,5
236,Elantra SX,/used-car-details/used-Hyundai-Elantra-2012-2015-SX-cars-Kolkata_19FBC9A6DDF3FDFF3EAE2E9FEE32CEC4.htm,Hyundai,8,5.75,21.325,41000,Petrol,Dealer,147.5,Manual,First Owner,16.3,1797,FWD,5,6
237,City i-VTEC V,/used-car-details/used-Honda-City-2017-2020-i-VTEC-V-cars-Kolkata_4F0427840603B12481DC943470AD2BD5.htm,Honda,4,6.99,14.545000000000002,33000,Petrol,Dealer,117.6,Manual,First Owner,17.4,1497,FWD,5,5
238,City i VTEC VX,/used-car-details/used-Honda-City-2014-2015-i-VTEC-VX-cars-Kolkata_8A04F64365E085DF1DFA9234074A4EF2.htm,Honda,5,6.7,14.545000000000002,46000,Petrol,Dealer,117.3,Manual,First Owner,17.4,1497,FWD,5,5
239,Marazzo M4 8Str,/used-car-details/used-Mahindra-Marazzo-M4-8Str-cars-Kolkata_1951043D769FBCBF09E23E243D80314E.htm,Mahindra,2,10.05,15.239999999999998,30000,Diesel,Individual,121.0,Manual,First Owner,17.3,1497,FWD,8,6
240,Santro Xing XG AT eRLX Euro III,/used-car-details/used-Hyundai-Santro-Xing-XG-AT-eRLX-Euro-III-cars-Kolkata_CCD48D2522E574237B0E2809477EFC22.htm,Hyundai,15,1.2,3.2386,120000,Petrol,Individual,97.0140904669263,Automatic,Second Owner,17.0,1086,,5,5
241,City i VTEC CVT VX,/used-car-details/used-Honda-City-2015-2017-i-VTEC-CVT-VX-cars-Kolkata_6CE26919AE0ACF1A078FFB8892243A3F.htm,Honda,6,5.99,14.545000000000002,67500,Petrol,Dealer,117.3,Automatic,First Owner,18.0,1497,FWD,5,5
242,GO Plus A Petrol,/used-car-details/used-Datsun-GO-Plus-A-Petrol-cars-Kolkata_FC0E5DA0C7492C92757C5A6069D7049F.htm,Datsun,2,2.9,6.285,35000,Petrol,Dealer,67.05,Manual,First Owner,19.02,1198,FWD,7,5
243,Alto 800 LXI,/used-car-details/used-Maruti-Alto-800-2012-2016-LXI-cars-Kolkata_9C37B54A4EE0F74C59FFA013909B43D1.htm,Maruti,7,2.0,3.99,60000,Petrol,Individual,47.3,Manual,First Owner,22.74,796,FWD,5,5
244,City i VTEC SV,/used-car-details/used-Honda-City-2014-2015-i-VTEC-SV-cars-Kolkata_02874B1E8DD96C7DECDE44F562E423C8.htm,Honda,6,4.75,14.545000000000002,50000,Petrol,Individual,117.3,Manual,First Owner,17.4,1497,FWD,5,5
245,EON D Lite,/used-car-details/used-Hyundai-EON-D-Lite-cars-Kolkata_E2FD792D6BB7A215B01DA273C81477AB.htm,Hyundai,8,1.4,3.7784,50000,Petrol,Individual,55.2,Manual,First Owner,21.1,814,FWD,5,5
246,Ertiga SHVS VDI Limited Edition,/used-car-details/used-Maruti-Ertiga-SHVS-VDI-Limited-Edition-cars-Kolkata_C504D7F59F7BAC0D304084E58ADA6CA4.htm,Maruti,5,7.3,19.7015,63000,Diesel,Dealer,88.5,Manual,First Owner,24.52,1248,FWD,7,5
247,Verna 1.6 VTVT SX,/used-car-details/used-Hyundai-Verna-2015-2016-1.6-VTVT-SX-cars-Kolkata_2260D129EC6861CACE3C74564F1F62B8.htm,Hyundai,5,5.49,13.005,49000,Petrol,Dealer,121.3,Manual,First Owner,17.01,1591,FWD,5,5
248,XUV500 W4,/used-car-details/used-Mahindra-XUV500-W4-cars-Kolkata_636CD841B0F856D591A092F3E716BE02.htm,Mahindra,4,8.02,20.52,42441,Diesel,Dealer,140.0,Manual,First Owner,16.0,2179,FWD,7,6
249,Ertiga VXI Petrol,/used-car-details/used-Maruti-Ertiga-VXI-Petrol-cars-Kolkata_6FD034D4347BCDF5BD8F18EC9AD6E444.htm,Maruti,3,7.29,10.26,35000,Petrol,Dealer,103.0,Manual,First Owner,19.34,1462,2WD,7,5
250,Verna VTVT 1.6 SX,/used-car-details/used-Hyundai-Verna-2017-2020-VTVT-1.6-SX-cars-Kolkata_A8349A56685EB4848ACC9B1423DF28F9.htm,Hyundai,4,6.95,13.005,37500,Petrol,Dealer,121.3,Manual,First Owner,17.0,1591,FWD,5,6
251,Etios Liva V,/used-car-details/used-Toyota-Etios-Liva-2014-2016-V-cars-Kolkata_7329690CD1171E58F6F24FFE6666D95D.htm,Toyota,6,3.5,9.4459,50000,Petrol,Dealer,78.9,Manual,First Owner,17.71,1197,FWD,5,5
252,5 Series 525d Sedan,/used-car-details/used-BMW-5-Series-525d-Sedan-cars-Kolkata_1AFB6954A72FF88689107B24ED80C881.htm,BMW,10,12.99,75.545,54473,Diesel,Dealer,218.0,Automatic,First Owner,16.73,2993,,5,8
253,Baleno Zeta,/used-car-details/used-Maruti-Baleno-Zeta-cars-Kolkata_C3CA8B66D176ABF32A7AC3DCC0E8E702.htm,Maruti,5,5.85,8.6,35000,Petrol,Dealer,81.8,Manual,First Owner,21.01,1197,FWD,5,5
254,Venue S Turbo DCT,/used-car-details/used-Hyundai-Venue-S-Turbo-DCT-cars-Kolkata_1EB901E0B282F0B1215D7C50CA5FC51F.htm,Hyundai,0,9.65,10.475,4000,Petrol,Dealer,118.35,Automatic,First Owner,18.15,998,FWD,5,7
255,BR-V i-VTEC V MT,/used-car-details/used-Honda-BR-V-i-VTEC-V-MT-cars-Kolkata_A780ADB0FD491741D0043119630C990D.htm,Honda,5,6.75,18.2172,34000,Petrol,Dealer,117.3,Manual,First Owner,15.4,1497,FWD,7,6
256,Wagon R VXI BS IV,/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Kolkata_8835B39B0892D78B590349084CA855DF.htm,Maruti,6,3.4,6.1899999999999995,30000,Petrol,Individual,67.04,Manual,First Owner,20.51,998,FWD,5,5
257,City i VTEC SV,/used-car-details/used-Honda-City-2015-2017-i-VTEC-SV-cars-Kolkata_CC296E7A909D5E61C183033FBA33615F.htm,Honda,5,5.0,14.545000000000002,46000,Petrol,Dealer,117.3,Manual,First Owner,17.8,1497,FWD,5,5
258,Vento Petrol Comfortline,/used-car-details/used-Volkswagen-Vento-2010-2013-Petrol-Comfortline-cars-Kolkata_5C785BFF33B2B8CB20BAE73585870AD2.htm,Volkswagen,8,3.35,13.184999999999999,55000,Petrol,Dealer,103.6,Manual,First Owner,15.04,1598,FWD,5,5
259,Bolero Power Plus SLE,/used-car-details/used-Mahindra-Bolero-Power-Plus-SLE-cars-Kolkata_595BA822FD7FA612B7A07A3689C51DED.htm,Mahindra,4,6.07,16.3819,50000,Diesel,Individual,70.0,Manual,First Owner,16.5,1493,RWD,7,5
260,i10 Magna 1.1L,/used-car-details/used-Hyundai-i10-Magna-1.1L-cars-Kolkata_038169B5BD82121B4B759312D0314009.htm,Hyundai,7,2.85,7.6917,48000,Petrol,Dealer,68.05,Manual,First Owner,19.81,1086,FWD,5,5
261,E-Class E250 CDI Blue Efficiency,/used-car-details/used-Mercedes-Benz-E-Class-2009-2012-E250-CDI-Blue-Efficiency-cars-Kolkata_65F3B8567C318FE6B013102357221264.htm,Mercedes-Benz,10,7.99,82.2,50000,Diesel,Dealer,203.0,Automatic,First Owner,14.21,2143,Rear Wheel Drive with ESP,5,5
262,Santro GS,/used-car-details/used-Hyundai-Santro-GS-cars-Kolkata_49AE8A9555214AAF2A7944160EF15D29.htm,Hyundai,18,0.7,6.26,80000,Petrol,Individual,97.0140904669263,Manual,Third Owner,18.973914285714287,999,,5,5
263,Wagon R VXI,/used-car-details/used-Maruti-Wagon-R-VXI-cars-Kolkata_F51F990DB811498F28B0C55E2D73E967.htm,Maruti,3,4.05,6.1899999999999995,13150,Petrol,Dealer,67.05,Manual,First Owner,21.79,998,FWD,5,5
264,M-Class ML 250 CDI,/used-car-details/used-Mercedes-Benz-M-Class-ML-250-CDI-cars-Kolkata_DA97356B496598956DD52D9668E2F504.htm,Mercedes-Benz,6,32.5,87.7122,36000,Diesel,Dealer,203.2,Automatic,First Owner,15.26,2143,AWD,5,7
265,Swift Dzire VXI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VXI-cars-Kolkata_016BBB825AF4DE3E88D321D829426D6C.htm,Maruti,7,4.35,8.34,49486,Petrol,Dealer,83.14,Manual,First Owner,20.85,1197,FWD,5,5
266,Alto LXi BSIII,/used-car-details/used-Maruti-Alto-2005-2010-LXi-BSIII-cars-Kolkata_3E25E520F6043D450DBB72A94BE3539A.htm,Maruti,11,1.45,3.9133,10000,Petrol,Individual,46.3,Manual,First Owner,19.7,796,FWD,5,5
267,Alto K10 LXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-LXI-cars-Kolkata_C8F2D9883720DCE555CC3109E2D5E87E.htm,Maruti,11,1.7,4.588,11500,Petrol,Dealer,67.1,Manual,First Owner,20.92,998,FWD,5,5
268,Grand i10 Asta,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Asta-cars-Kolkata_ADAE392008091AF881B7A99D3CD5A6AF.htm,Hyundai,8,3.25,8.7712,52331,Petrol,Dealer,82.0,Manual,First Owner,18.9,1197,FWD,5,5
269,Baleno Delta,/used-car-details/used-Maruti-Baleno-Delta-cars-Kolkata_7072C309039AD3A60ACD22A823DABBD2.htm,Maruti,2,5.49,8.6,14236,Petrol,Dealer,81.8,Manual,First Owner,21.01,1197,FWD,5,5
270,City V MT,/used-car-details/used-Honda-City-2014-2015-V-MT-cars-Kolkata_763B1F3E9D6FF94E7D84702668B8D048.htm,Honda,8,4.5,14.545000000000002,60000,Petrol,Dealer,116.3,Manual,Second Owner,16.8,1497,FWD,5,5
271,Alto 800 LXI,/used-car-details/used-Maruti-Alto-800-2012-2016-LXI-cars-Kolkata_A8755DE47AFEEE26FE9ACEC262E1DAA0.htm,Maruti,8,2.15,3.99,27000,Petrol,Dealer,47.3,Manual,First Owner,22.74,796,FWD,5,5
272,A4 2.0 TDI 177 Bhp Premium Plus,/used-car-details/used-Audi-A4-2014-2016-2.0-TDI-177-Bhp-Premium-Plus-cars-Kolkata_CCE8E79FDFD9CDC03F0D1343ED0A8228.htm,Audi,7,16.15,43.5862,27000,Diesel,Dealer,174.33,Automatic,First Owner,17.11,1968,FWD,5,8
273,Zest Revotron 1.2T XM,/used-car-details/used-Tata-Zest-Revotron-1.2T-XM-cars-Kolkata_A3A196FE7C39940D2D7B90C9115DF50C.htm,Tata,6,2.49,6.7201,20000,Petrol,Individual,88.7,Manual,First Owner,17.57,1193,FWD,5,5
274,Ciaz 1.4 Delta,/used-car-details/used-Maruti-Ciaz-1.4-Delta-cars-Kolkata_7125A4B0923242702EA597D640A03ECF.htm,Maruti,4,5.75,11.26,38000,Petrol,Dealer,91.1,Manual,First Owner,20.73,1373,FWD,5,5
275,Santro Xing GL,/used-car-details/used-Hyundai-Santro-Xing-GL-cars-Kolkata_AD1AD3A75A93964F0808B75BF0346AB1.htm,Hyundai,12,1.15,3.1037,46475,Petrol,Individual,62.0,Manual,Second Owner,18.973914285714287,1086,,5,5
276,KWID CAPTAIN AMERICA 1.0 AMT,/used-car-details/used-Renault-KWID-2015-2019-CAPTAIN-AMERICA-1.0-AMT-cars-Kolkata_3BF3B22E6992BFFBDAEF586B3D55D764.htm,Renault,3,4.0,4.995,5000,Petrol,Individual,67.0,Automatic,First Owner,24.04,999,FWD,5,5
277,GO Plus T BSIV,/used-car-details/used-Datsun-GO-Plus-T-BSIV-cars-Kolkata_84DE82EDCF42A22D3CA7DC975FD26D7F.htm,Datsun,6,2.35,6.285,25000,Petrol,Individual,67.0,Manual,Second Owner,19.44,1198,FWD,7,5
278,Ertiga VDI,/used-car-details/used-Maruti-Ertiga-2012-2015-VDI-cars-Kolkata_7746C28214A0B96385067056408945AA.htm,Maruti,8,4.99,13.4672,80000,Diesel,Individual,88.76,Manual,Second Owner,20.77,1248,FWD,7,5
279,Duster 85PS Diesel RxL,/used-car-details/used-Renault-Duster-2015-2016-85PS-Diesel-RxL-cars-Kolkata_34B64AF9EF42771D643C49067ECD8D0A.htm,Renault,5,6.0,16.193,50000,Diesel,Individual,83.8,Manual,First Owner,19.87,1461,FWD,5,5
280,A-Star Lxi,/used-car-details/used-Maruti-A-Star-Lxi-cars-Kolkata_79B5FB94FAB234F33397C7416745B0C0.htm,Maruti,12,1.65,4.4531,11750,Petrol,Dealer,66.1,Manual,Second Owner,19.0,998,FWD,5,5
281,KUV 100 mFALCON G80 K8,/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-G80-K8-cars-Kolkata_2C010F4AB8A6A425E8613871D3CA0B07.htm,Mahindra,5,3.95,8.17,25000,Petrol,Individual,82.0,Manual,First Owner,18.15,1198,FWD,6,5
282,Swift Dzire VDI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VDI-cars-Kolkata_01C5F17CFD6E9E280ADC83C0A159A9FD.htm,Maruti,5,5.4,14.5737,120000,Diesel,Individual,74.0,Manual,Second Owner,26.59,1248,FWD,5,5
283,Grand i10 1.2 Kappa Era,/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Era-cars-Kolkata_D98CB47C50E30896C45A40F41E31FFDE.htm,Hyundai,3,4.0,10.7953,8532,Petrol,Dealer,81.86,Manual,First Owner,17.0,1197,FWD,5,5
284,KWID RXT Optional,/used-car-details/used-Renault-KWID-2015-2019-RXT-Optional-cars-Kolkata_1E57CE8B47D77E1A4F55443AB606164B.htm,Renault,2,3.6,4.995,10000,Petrol,Individual,53.3,Manual,First Owner,25.17,799,FWD,5,5
285,i20 1.2 Magna Executive,/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Magna-Executive-cars-Kolkata_3BB2E42614E652925672C15414911AE9.htm,Hyundai,4,5.3,10.18,30000,Petrol,Individual,81.83,Manual,First Owner,18.6,1197,FWD,5,5
286,City i VTEC SV,/used-car-details/used-Honda-City-2014-2015-i-VTEC-SV-cars-Kolkata_7121B9478CB666B6448D6681D37D0B91.htm,Honda,7,4.85,14.545000000000002,60000,Petrol,Dealer,117.3,Manual,First Owner,17.4,1497,FWD,5,5
287,Lodgy Stepway 110PS RXZ 8S,/used-car-details/used-Renault-Lodgy-Stepway-110PS-RXZ-8S-cars-Kolkata_E8376AF5BAA8DB2A90C226BA2D8D4E67.htm,Renault,5,6.5,17.5424,2900,Diesel,Dealer,108.5,Manual,First Owner,19.98,1461,FWD,8,6
288,City i VTEC VX,/used-car-details/used-Honda-City-2015-2017-i-VTEC-VX-cars-Kolkata_821CC9A7940C01361BEB19C4211BA16C.htm,Honda,4,7.99,14.545000000000002,36178,Petrol,Dealer,117.3,Manual,First Owner,17.8,1497,FWD,5,5
289,Etios G,/used-car-details/used-Toyota-Etios-2013-2014-G-cars-Kolkata_A198D7B6951F18830A8175E5C990B30B.htm,Toyota,7,3.35,9.0411,38471,Petrol,Dealer,88.73,Manual,First Owner,16.78,1496,FWD,5,5
290,Baleno 1.2 CVT Alpha,/used-car-details/used-Maruti-Baleno-1.2-CVT-Alpha-cars-Kolkata_89613ACD65CD4BD8B343E52257431190.htm,Maruti,4,5.85,8.6,35000,Petrol,Individual,83.1,Automatic,First Owner,21.4,1197,FWD,5,5
291,i10 Magna 1.2 iTech SE,/used-car-details/used-Hyundai-i10-Magna-1.2-iTech-SE-cars-Kolkata_F11EE963183485AEFD408A234BBD47BD.htm,Hyundai,12,1.65,4.4531,25000,Petrol,Individual,78.9,Manual,Second Owner,20.36,1197,FWD,5,5
292,Swift VVT VXI,/used-car-details/used-Maruti-Swift-2014-2021-VVT-VXI-cars-Kolkata_B80E553CEF243C8F780BC6A098C1C100.htm,Maruti,6,3.75,7.99,42000,Petrol,Dealer,81.8,Manual,First Owner,22.0,1197,,5,5
293,Jazz 1.5 S i DTEC,/used-car-details/used-Honda-Jazz-2018-2020-1.5-S-i-DTEC-cars-Kolkata_4A787DCEBBD057689FFA489EFF8A35B7.htm,Honda,4,4.49,12.1178,48000,Diesel,Dealer,98.6,Manual,First Owner,27.3,1498,FWD,5,6
294,Etios Liva G,/used-car-details/used-Toyota-Etios-Liva-2013-2014-G-cars-Kolkata_6235913F02439315B45678362C60AC78.htm,Toyota,7,3.3,8.9062,36000,Petrol,Dealer,78.9,Manual,First Owner,17.71,1197,FWD,5,5
295,Q5 2.0 TDI,/used-car-details/used-Audi-Q5-2008-2012-2.0-TDI-cars-Kolkata_6D6EA1E9EC6A7E3DCB97C922E2014763.htm,Audi,10,13.0,35.0849,65345,Diesel,Dealer,167.6,Automatic,First Owner,12.8,1968,Permanent all-wheel drive quattro,5,7
296,Tigor XZ Plus,/used-car-details/used-Tata-Tigor-2017-2020-XZ-Plus-cars-Kolkata_15897E989A76B6FB94C1D5FD5DE59DC6.htm,Tata,3,5.5,7.425,27000,Petrol,Individual,83.81,Manual,First Owner,20.3,1199,FWD,5,5
297,Bolero DI - AC BS III,/used-car-details/used-Mahindra-Bolero-2011-2019-DI---AC-BS-III-cars-Kolkata_196236D6F1BBC601FA69A43569112F0D.htm,Mahindra,8,4.5,10.600000000000001,50000,Diesel,Individual,63.0,Manual,Second Owner,15.96,2523,2WD,9,5
298,Beat LS,/used-car-details/used-Chevrolet-Beat-2010-2013-LS-cars-Kolkata_5CE9EF03FA36E7A881C4E314769A582D.htm,Chevrolet,9,1.7,4.588,56000,Petrol,Individual,79.4,Manual,First Owner,18.6,1199,FWD,5,5
299,City 1.5 EX-S,/used-car-details/used-Honda-City-1997-2006-1.5-EX-S-cars-Kolkata_B676890EC022BB84433E124E32A6CCAE.htm,Honda,16,1.35,14.545000000000002,50000,Petrol,Individual,97.0140904669263,Manual,Third Owner,12.0,1452,,5,5
300,i20 Magna,/used-car-details/used-Hyundai-i20-2012-2014-Magna-cars-Kolkata_C5B10F6C722E785F9DA855E3AA5A30B6.htm,Hyundai,8,3.2,10.18,24000,Petrol,Individual,82.85,Manual,First Owner,18.5,1197,FWD,5,5
301,Verna 1.6 CRDI SX Option,/used-car-details/used-Hyundai-Verna-2016-2017-1.6-CRDI-SX-Option-cars-Kolkata_1A405EFEF8DA43DDAD88E50A04E8A442.htm,Hyundai,5,5.8,14.535,50000,Diesel,Individual,126.2,Manual,Second Owner,23.9,1582,FWD,5,6
302,Figo Diesel EXI,/used-car-details/used-Ford-Figo-2010-2012-Diesel-EXI-cars-Kolkata_90BF55E058B999A332CA8849C9C273AF.htm,Ford,10,1.5,9.254999999999999,79000,Diesel,Individual,68.0,Manual,First Owner,20.0,1399,Front Wheel Drive,5,5
303,Nano Cx BSIII,/used-car-details/used-Tata-Nano-2009-2011-Cx-BSIII-cars-Kolkata_50D3297C645825C4056CF1814B621E5E.htm,Tata,11,0.285,0.7692,30000,Petrol,Individual,35.0,Manual,Second Owner,26.0,624,RWD,4,4
304,Fiesta Titanium 1.5 TDCi,/used-car-details/used-Ford-Fiesta-2011-2013-Titanium-1.5-TDCi-cars-Kolkata_896F01207EDB68CE3B4BB4E90144AE84.htm,Ford,9,2.75,7.4218,108000,Diesel,Individual,90.0,Manual,Third Owner,23.5,1498,2wd,5,5
305,Alto 800 VXI,/used-car-details/used-Maruti-Alto-800-2012-2016-VXI-cars-Kolkata_6B9E89467D47B5E0EB9AFAAD747F3BED.htm,Maruti,5,2.5,3.99,80000,Petrol,Individual,47.3,Manual,First Owner,22.74,796,FWD,5,5
306,X1 xDrive 20d M Sport,/used-car-details/used-BMW-X1-2015-2020-xDrive-20d-M-Sport-cars-Kolkata_043C2D85F44CEE868A1DDEBB5048767B.htm,BMW,4,22.99,62.0463,53001,Diesel,Dealer,188.0,Automatic,First Owner,20.68,1995,4WD,5,8
307,Figo Diesel EXI,/used-car-details/used-Ford-Figo-2010-2012-Diesel-EXI-cars-Kolkata_E8D5B0AB932A79404D496B19480CB10F.htm,Ford,10,1.85,9.254999999999999,42000,Diesel,Individual,68.0,Manual,Second Owner,20.0,1399,Front Wheel Drive,5,5
308,Swift Dzire ZDI,/used-car-details/used-Maruti-Swift-Dzire-2011-2014-ZDI-cars-Kolkata_8C1986135066A817877606FC9BD875FB.htm,Maruti,7,4.2,11.3351,51000,Diesel,Individual,74.0,Manual,Third Owner,23.4,1248,FWD,5,5
309,Xcent 1.2 Kappa Base,/used-car-details/used-Hyundai-Xcent-2014-2016-1.2-Kappa-Base-cars-Kolkata_BD795EB91EFC109A93464E00B75CDCB7.htm,Hyundai,7,3.2,8.6363,50000,Petrol,Individual,82.0,Manual,First Owner,19.1,1197,FWD ,5,5
310,Triber RXZ BSIV,/used-car-details/used-Renault-Triber-RXZ-BSIV-cars-Kolkata_659D10734351E61FD0D554607C5B54AD.htm,Renault,2,7.0,7.555,2800,Petrol,Individual,72.0,Manual,First Owner,20.0,999,FWD,7,5
311,Micra XL,/used-car-details/used-Nissan-Micra-2010-2012-XL-cars-Kolkata_8EE71CC27A04CD06EA97DFB55CCD78EB.htm,Nissan,10,1.5,4.0483,30000,Petrol,Individual,75.0,Manual,First Owner,18.06,1198,FWD,5,5
312,Vento 1.2 TSI Highline AT,/used-car-details/used-Volkswagen-Vento-2015-2019-1.2-TSI-Highline-AT-cars-Kolkata_09D7C25B4264C78E69B8B3E9A80B9E05.htm,Volkswagen,6,4.5,13.184999999999999,60250,Petrol,Dealer,103.2,Automatic,First Owner,18.19,1197,FWD,5,7
313,Enjoy TCDi LS 8 Seater,/used-car-details/used-Chevrolet-Enjoy-2013-2015-TCDi-LS-8-Seater-cars-Kolkata_8AA730A6B66B903E647086602C582076.htm,Chevrolet,7,3.96,10.6874,30000,Diesel,Individual,73.8,Manual,First Owner,18.2,1248,FWD,8,5
314,Santro Sportz BSIV,/used-car-details/used-Hyundai-Santro-Sportz-BSIV-cars-Kolkata_7322B3146B3EEBE42340139CEC3652EF.htm,Hyundai,3,4.21,6.26,17293,Petrol,Dealer,68.0,Manual,Second Owner,20.3,1086,FWD,5,5
315,Swift Dzire LDI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-LDI-cars-Kolkata_6EBAB7851F37FAA09247AF2BCE254ADC.htm,Maruti,6,3.75,10.1206,60000,Diesel,Individual,74.0,Manual,First Owner,26.59,1248,FWD,5,5
316,RediGO T Option,/used-car-details/used-Datsun-redi-GO-2016-2020-T-Option-cars-Kolkata_EBCB1A16AB85440F6FE6FC2884B33474.htm,Datsun,3,3.0,4.885,10000,Petrol,Individual,53.64,Manual,First Owner,22.7,799,2WD,5,5
317,Zest Revotron 1.2T XM,/used-car-details/used-Tata-Zest-Revotron-1.2T-XM-cars-Kolkata_452C2D64A549C8E9EDAE6AC3ED966A35.htm,Tata,6,4.0,10.7953,40000,Petrol,Individual,88.7,Manual,First Owner,17.57,1193,FWD,5,5
318,Scorpio S3 Plus 9 Seater,/used-car-details/used-Mahindra-Scorpio-S3-Plus-9-Seater-cars-Kolkata_6BD97AB7A1386D08B49A1B72C2CAF8FE.htm,Mahindra,2,9.5,17.475,33000,Diesel,Dealer,120.0,Manual,First Owner,18.973914285714287,2179,RWD,9,5
319,Ecosport 1.5 Diesel Titanium Plus BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Titanium-Plus-BSIV-cars-Kolkata_83F98E1B94544BC8831E2C5BD6156C84.htm,Ford,3,8.0,11.684999999999999,49000,Diesel,Dealer,98.96,Manual,First Owner,23.0,1498,FWD,5,5
320,City i DTec VX Option,/used-car-details/used-Honda-City-2015-2017-i-DTec-VX-Option-cars-Kolkata_F41D4FD09F1266CE3DD3C8187F6C5D61.htm,Honda,5,6.0,15.54,70000,Diesel,Individual,98.6,Manual,First Owner,26.0,1498,FWD,5,6
321,Jetta 2.0L TDI Highline,/used-car-details/used-Volkswagen-Jetta-2012-2014-2.0L-TDI-Highline-cars-Kolkata_01376FC32A6F24C1F270829A422A6CD0.htm,Volkswagen,9,4.38,11.8209,48000,Diesel,Dealer,138.1,Manual,First Owner,19.33,1968,FWD,5,6
322,City i DTEC VX,/used-car-details/used-Honda-City-2014-2015-i-DTEC-VX-cars-Kolkata_85DF557CE6C1DA7E60CEB4232781631B.htm,Honda,7,5.0,15.54,55000,Diesel,Dealer,98.6,Manual,First Owner,25.1,1498,FWD,5,6
323,City i DTec VX,/used-car-details/used-Honda-City-2015-2017-i-DTec-VX-cars-Kolkata_5F92110804B196C6C10816C2608608B8.htm,Honda,5,5.5,15.54,55000,Diesel,Dealer,98.6,Manual,First Owner,26.0,1498,FWD,5,6
324,City 1.5 S MT,/used-car-details/used-Honda-City-2008-2011-1.5-S-MT-cars-Kolkata_BC0D76634CBED067EC486BFB765DC365.htm,Honda,12,3.35,14.545000000000002,85014,Petrol,Dealer,118.0,Manual,First Owner,17.0,1497,FWD,5,5
325,Verna 1.6 CRDI SX Option,/used-car-details/used-Hyundai-Verna-2016-2017-1.6-CRDI-SX-Option-cars-Kolkata_48FAA6CB00A9D5A144BB8B40D776A12F.htm,Hyundai,5,5.5,14.535,44000,Diesel,Dealer,126.2,Manual,First Owner,23.9,1582,FWD,5,6
326,Xcent 1.1 CRDi SX,/used-car-details/used-Hyundai-Xcent-2014-2016-1.1-CRDi-SX-cars-Kolkata_9F3138409B0C6FD1743B6C79FF16271D.htm,Hyundai,6,3.95,10.6604,43000,Diesel,Dealer,71.0,Manual,First Owner,24.4,1120,FWD ,5,5
