,Car Name,Car url,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
944,Maruti Swift Dzire VXI 1.2,/used-car-details/used-Maruti-Dzire-2017-2020-VXI-1.2-cars-Kolkata_B33B55D25FE9FC843D5E0B6C946379A2.htm,2019,6.3 Lakh*,Rs.  6.67-10.01 Lakh*,"17,565 kms",Petrol,Dealer,81.80bhp@6000rpm,Manual,First Owner,21.21 kmpl,1197 CC,FWD,5,5 Speed
945,Honda Brio E MT,/used-car-details/used-Honda-Brio-2013-2016-E-MT-cars-Kolkata_211A78612529BF4B3AAA5994F80AFB38.htm,2016,3.5 Lakh*,,"11,000 kms",Petrol,Dealer,86.8bhp@6000rpm,Manual,First Owner,19.4 kmpl,1198 CC,FWD,5,5 Speed 
946,BMW 7 Series 730Ld Sedan,/used-car-details/used-BMW-7-Series-730Ld-Sedan-cars-Kolkata_F8B699AD0A1A2EBC589899D9A4FD3CA0.htm,2011,13.99 Lakh*,Rs.  1.53Cr-2.38 Cr*,"76,500 kms",Diesel,Dealer,258bhp@4000rpm,Automatic,First Owner,16.46 kmpl,2993 CC,RWD,5,8 Speed
947,Maruti Celerio X ZXI Option BSIV,/used-car-details/used-Maruti-Celerio-X-ZXI-Option-BSIV-cars-Kolkata_40CB8CB5C10E320ABFFF07E0D0EFF9F5.htm,2018,4.34 Lakh*,Rs.  5.67-6.55 Lakh*,"24,000 kms",Petrol,Dealer,67bhp@6000rpm,Manual,First Owner,21.63 kmpl,998 CC,FWD,5,5 Speed
948,Nissan Terrano XL,/used-car-details/used-Nissan-Terrano-2013-2017-XL-cars-Kolkata_B793176DB32094AE58B94A9CDCD3947C.htm,2016,6 Lakh*,,"8,000 kms",Petrol,Dealer,102.5bhp@5850rpm,Manual,First Owner,13.24 kmpl,1598 CC,FWD,5,5 Speed
949,Hyundai i20 Sportz 1.4 CRDi,/used-car-details/used-Hyundai-Elite-i20-2014-2015-Sportz-1.4-CRDi-cars-Kolkata_DA75FCFEC4F06D6C72DAC15ACA00B85E.htm,2016,5.5 Lakh*,Rs.  9.12-12.03 Lakh*,"18,000 kms",Diesel,Dealer,88.73bhp@4000rpm,Manual,First Owner,22.54 kmpl,1396 CC,FWD,5,6 Speed
950,Mitsubishi Pajero Sport 4X2 AT,/used-car-details/used-Mitsubishi-Pajero-Sport-4X2-AT-cars-Kolkata_5E32C2BF0974C5D7274394DF05E45B9E.htm,2015,14.11 Lakh*,,"59,000 kms",Diesel,Dealer,175.56bhp@4000rpm,Automatic,First Owner,13.5 kmpl,2477 CC,RWD,7,5 Speed
951,Maruti Swift VDI BSIV,/used-car-details/used-Maruti-Swift-2004-2011-VDI-BSIV-cars-Kolkata_95B795B411FB4E59965C427B600AEE7D.htm,2011,2.65 Lakh*,,"53,000 kms",Diesel,Dealer,null,Manual,First Owner,17.8 kmpl,1248 CC,,5,
952,Maruti Zen LX,/used-car-details/used-Maruti-Zen-LX-cars-Kolkata_A2B9DA0A07606CE53C80133F92B56289.htm,2004,"65,000*",,"63,000 kms",Petrol,Dealer,60 PS @ 6000 rpm ,Manual,First Owner,17.3 kmpl,993 CC,,5,5 Speed
953,Maruti Swift Dzire LXi,/used-car-details/used-Maruti-Swift-Dzire-2008-LXi-cars-Kolkata_28881F1BBB3B10889B6EAB15B6085BB9.htm,2008,1.4 Lakh*,Rs.  6.67-10.01 Lakh*,"60,000 kms",Petrol,Individual,85.8bhp@6000rpm,Manual,First Owner,17.5 kmpl,1298 CC,2 WD,5,5 Speed
954,Hyundai Elantra 1.6 SX Option,/used-car-details/used-Hyundai-Elantra-2015-2019-1.6-SX-Option-cars-Kolkata_C3458F3BC396E58848D3361B989A01A8.htm,2019,11.99 Lakh*,Rs.  21.01-23.50 Lakh*,"32,000 kms",Diesel,Dealer,126.2bhp@4000rpm,Manual,First Owner,22.54 kmpl,1582 CC,FWD,5,6 Speed
955,Toyota Etios GD,/used-car-details/used-Toyota-Etios-2013-2014-GD-cars-Kolkata_388A70D128D28917287CB63E1D934573.htm,2014,3.89 Lakh*,,"38,256 kms",Diesel,Dealer,67.04bhp@3800rpm,Manual,First Owner,23.59 kmpl,1364 CC,FWD,5,5 Speed
956,Nissan Sunny Diesel XL,/used-car-details/used-Nissan-Sunny-2011-2013-Diesel-XL-cars-Kolkata_23F7FB01AD2280C2A95FFF2C675915FB.htm,2012,1.79 Lakh*,,"37,256 kms",Diesel,Dealer,84.8bhp@3750rpm,Manual,First Owner,21.64 kmpl,1461 CC,FWD,5,5 Speed
957,Volkswagen Polo Petrol Comfortline 1.2L,/used-car-details/used-Volkswagen-Polo-2009-2013-Petrol-Comfortline-1.2L-cars-Kolkata_32248E406164081655B21DC037309CA3.htm,2012,2.5 Lakh*,Rs.  6.90-11.07 Lakh*,"45,000 kms",Petrol,Dealer,73.9bhp@5400rpm,Manual,First Owner,16.47 kmpl,1198 CC,FWD,5,5 Speed
958,Nissan Sunny XL CVT,/used-car-details/used-Nissan-Sunny-2014-2016-XL-CVT-cars-Kolkata_EE54702ABEC3340EFD81AA3A1B9DBF7A.htm,2016,5 Lakh*,,"30,030 kms",Petrol,Dealer,99.6bhp@5600rpm,Automatic,First Owner,17.97 kmpl,1498 CC,FWD,5,5 Speed
959,Mahindra Thar LX 4-Str Convert Top Diesel,/used-car-details/used-Mahindra-Thar-LX-4-Str-Convert-Top-Diesel-cars-Kolkata_C0CF36D957786A8F453E125507DBDEB5.htm,2021,14.49 Lakh*,Rs.  15.10-17.38 Lakh*,"2,089 kms",Diesel,Dealer,130bhp@3750rpm,Manual,First Owner,15.2 kmpl,2184 CC,4X4,4,6 Speed
960,Maruti Alto K10 LXI,/used-car-details/used-Maruti-Alto-K10-LXI-cars-Kolkata_9B38092E0F0D895A343460065AF8F0C5.htm,2013,2 Lakh*,,"24,418 kms",Petrol,Dealer,67.05bhp@6000rpm,Manual,First Owner,23.95 kmpl,998 CC,FWD,5,5 Speed
961,Hyundai Santro Xing GL Plus,/used-car-details/used-Hyundai-Santro-Xing-GL-Plus-cars-Kolkata_81548B3BDD1C353D60BE0B8B47704C6F.htm,2010,1.45 Lakh*,,"70,000 kms",Petrol,Dealer,62.1bhp@5500rpm,Manual,First Owner,17.92 kmpl,1086 CC,FWD,5,5 Speed
962,Hyundai Grand i10 Magna,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Magna-cars-Kolkata_818A9B67A644D84EF5E411D71CC9374C.htm,2015,3.55 Lakh*,,"27,998 kms",Petrol,Dealer,82bhp@6000rpm,Manual,Second Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
963,Maruti Swift VDI,/used-car-details/used-Maruti-Swift-2014-2021-VDI-cars-Kolkata_12B7DA461CE1E3B2C14E5EE915D0094D.htm,2014,3.7 Lakh*,,"45,000 kms",Diesel,Dealer,74bhp@4000rpm,Manual,First Owner,28.4 kmpl,1248 CC,FWD,5,5
964,Maruti Alto K10 VXI,/used-car-details/used-Maruti-Alto-K10-VXI-cars-Kolkata_B742769FB640968A36957475A50C07B2.htm,2014,2.47 Lakh*,,"8,700 kms",Petrol,Dealer,67.05bhp@6000rpm,Manual,First Owner,23.95 kmpl,998 CC,FWD,5,5 Speed
965,Renault Scala RxZ AT,/used-car-details/used-Renault-Scala-RxZ-AT-cars-Kolkata_A474D3A7087383EB9FFDFEE75E5B30E2.htm,2015,4.51 Lakh*,,"48,000 kms",Petrol,Dealer,99.6bhp@5600rpm,Automatic,First Owner,17.97 kmpl,1498 CC,FWD,5,5 Speed
966,Maruti Swift Dzire AMT ZDI Plus,/used-car-details/used-Maruti-Dzire-2017-2020-AMT-ZDI-Plus-cars-Kolkata_F40ECBC537740FF2A33E3734EA3D96C8.htm,2017,6.49 Lakh*,,"28,157 kms",Diesel,Dealer,74.02bhp@4000rpm,Automatic,First Owner,28.4 kmpl,1248 CC,FWD,5,5 Speed
967,Nissan Sunny Diesel XV,/used-car-details/used-Nissan-Sunny-2011-2013-Diesel-XV-cars-Kolkata_985B686F2919D4A016A7179E62EC3A2E.htm,2014,3.49 Lakh*,,"37,256 kms",Diesel,Dealer,84.8bhp@3750rpm,Manual,First Owner,21.64 kmpl,1461 CC,FWD,5,5 Speed
968,Maruti Swift Dzire VDI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VDI-cars-Kolkata_F4AF98EEA365E7C8B0E54CD6042AD3B4.htm,2016,4.6 Lakh*,,"1,35,000 kms",Diesel,Individual,74bhp@4000rpm,Manual,First Owner,26.59 kmpl,1248 CC,FWD,5,5 Speed
969,Hyundai Grand i10 Magna,/used-car-details/used-Hyundai-Grand-i10-Magna-cars-Kolkata_975E247967D2887791C7827654848DA8.htm,2016,3.55 Lakh*,,"53,000 kms",Petrol,Dealer,81.86bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
970,Hyundai i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_6D072B51A6CB1F904AFC3812344890B0.htm,2013,2.45 Lakh*,,"35,000 kms",Petrol,Dealer,78.9bhp@6000rpm,Manual,First Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
971,Maruti Swift ZXI,/used-car-details/used-Maruti-Swift-2011-2014-ZXI-cars-Kolkata_A01150200115AC1DFFDB16C61D1AF54B.htm,2012,3.35 Lakh*,Rs.  6.48-9.50 Lakh*,"37,000 kms",Petrol,Dealer,85.8bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
972,Maruti Wagon R Stingray VXI,/used-car-details/used-Maruti-Wagon-R-Stingray-VXI-cars-Kolkata_2150FD3880750C636E617AED9A17F7F6.htm,2016,3.3 Lakh*,,"55,000 kms",Petrol,Dealer,67.04bhp@6200rpm,Manual,First Owner,20.51 kmpl,998 CC,FWD,5,5 Speed
973,Maruti Baleno 1.2 Delta,/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Kolkata_144FCF1F7A9C676C8AE1D79B468C6E4E.htm,2016,4.75 Lakh*,Rs.  6.78-10.42 Lakh*,"30,000 kms",Petrol,Dealer,83.1bhp@6000rpm,Manual,First Owner,21.4 kmpl,1197 CC,FWD,5,5 Speed
974,BMW X1 xDrive 20d xLine,/used-car-details/used-BMW-X1-2015-2020-xDrive-20d-xLine-cars-Kolkata_15F41E92AF94B9F7AAD8AAD370C5970E.htm,2017,22.5 Lakh*,Rs.  47.94 Lakh*,"36,000 kms",Diesel,Dealer,190bhp@4000rpm,Automatic,First Owner,20.68 kmpl,1995 CC,AWD,5,8 Speed 
975,Honda Mobilio RS i-DTEC,/used-car-details/used-Honda-Mobilio-RS-i-DTEC-cars-Kolkata_D27EABA68CC1442A8A25BDD899E45966.htm,2014,4.99 Lakh*,,"39,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,24.5 kmpl,1498 CC,FWD,7,5 Speed
976,Maruti Swift Dzire LDI,/used-car-details/used-Maruti-Swift-Dzire-2011-2014-LDI-cars-Kolkata_572E9CE561D44BA46E4DB76C9D2ED6B5.htm,2013,3.35 Lakh*,,"70,000 kms",Diesel,Individual,74bhp@4000rpm,Manual,First Owner,23.4 kmpl,1248 CC,FWD,5,5 Speed
977,Hyundai i20 Active S Diesel,/used-car-details/used-Hyundai-i20-Active-S-Diesel-cars-Kolkata_5FED37968157EDDC44643EE6D0029D00.htm,2015,5.25 Lakh*,,"25,225 kms",Diesel,Dealer,88.76bhp@4000rpm,Manual,Second Owner,21.19 kmpl,1396 CC,FWD,5,6 Speed
978,Fiat Grande Punto EVO 90HP 1.3 Sport,/used-car-details/used-Fiat-Grande-Punto-EVO-90HP-1.3-Sport-cars-Kolkata_5B6DF2248F70BFB0F1F8E35752DDB8DA.htm,2013,1.85 Lakh*,,"50,000 kms",Diesel,Individual,91.7bhp@4000rpm,Manual,Second Owner,20.5 kmpl,1248 CC,FWD,5,5 Speed
979,Hyundai Santro Xing GLS,/used-car-details/used-Hyundai-Santro-Xing-GLS-cars-Kolkata_9762E90448F87DD4020AB6F9B945716B.htm,2010,1.65 Lakh*,,"61,000 kms",Petrol,Dealer,62.1bhp@5500rpm,Manual,First Owner,17.92 kmpl,1086 CC,FWD,5,5 Speed
980,Maruti Eeco 5 STR With AC Plus HTR CNG,/used-car-details/used-Maruti-Eeco-5-STR-With-AC-Plus-HTR-CNG-cars-Kolkata_86D9CD9A2AFE2B6CF0CBBFEF3EE5B58B.htm,2013,1.65 Lakh*,Rs.  6.03 Lakh*,"90,000 kms",CNG,Individual,73bhp@6000rpm,Manual,Third Owner,15.1 km/kg,1196 CC,RWD,5,5 Speed
981,Renault Duster 85PS Diesel RxL,/used-car-details/used-Renault-Duster-2016-2019-85PS-Diesel-RxL-cars-Kolkata_66D9D897D0A9812BCB8B9522832B6857.htm,2016,5.95 Lakh*,,"40,000 kms",Diesel,Dealer,83.8bhp@3750rpm,Manual,First Owner,19.87 kmpl,1461 CC,FWD,5,5 speed
982,Mahindra XUV500 W5,/used-car-details/used-Mahindra-XUV500-W5-cars-Kolkata_82F884BBAD20DA91347772B00DE688D7.htm,2018,10.95 Lakh*,Rs.  18.05-22.99 Lakh*,"21,000 kms",Diesel,Dealer,152.87bhp@3750rpm,Manual,First Owner,15.1 kmpl,2179 CC,FWD,7,6 Speed
983,Maruti Swift AMT ZXI Plus BSIV,/used-car-details/used-Maruti-Swift-2014-2021-AMT-ZXI-Plus-BSIV-cars-Kolkata_429E8014F76E5069C17A3F92CFA9F541.htm,2018,6.25 Lakh*,Rs.  6.48-9.50 Lakh*,"46,000 kms",Petrol,Dealer,81.80bhp@6000rpm,Automatic,First Owner,22.0 kmpl,1197 CC,,5,5
984,Hyundai i20 Sportz 1.2,/used-car-details/used-Hyundai-i20-2015-2017-Sportz-1.2-cars-Kolkata_A405801D686B0B33CACF8B45D462CA14.htm,2017,5.5 Lakh*,Rs.  7.69-12.67 Lakh*,"33,000 kms",Petrol,Dealer,81.83bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
985,Ford Endeavour 2.2 Titanium AT 4X2,/used-car-details/used-Ford-Endeavour-2015-2020-2.2-Titanium-AT-4X2-cars-Kolkata_B3508B6EDB7A91226BEC3A5D9A5385E4.htm,2016,22.5 Lakh*,Rs.  37.76-40.48 Lakh*,"92,000 kms",Diesel,Dealer,158bhp@3200rpm,Automatic,First Owner,12.62 kmpl,2198 CC,FWD,7,6 Speed
986,Honda Brio S MT,/used-car-details/used-Honda-Brio-2013-2016-S-MT-cars-Kolkata_2ACBDB32D3565919E0760F57703E579A.htm,2013,2.95 Lakh*,,"28,151 kms",Petrol,Dealer,86.8bhp@6000rpm,Manual,First Owner,19.4 kmpl,1198 CC,FWD,5,5 Speed
987,Maruti Ertiga ZXI Plus,/used-car-details/used-Maruti-Ertiga-ZXI-Plus-cars-Kolkata_7F2301019E3F3F21873CBB744E102FD2.htm,2019,8.85 Lakh*,Rs.  8.68-11.84 Lakh*,"7,000 kms",Petrol,Dealer,103.26bhp@6000rpm,Manual,First Owner,19.01 kmpl,1462 CC,FWD,7,5 Speed
988,Renault Duster 85PS Diesel RxS,/used-car-details/used-Renault-Duster-2016-2019-85PS-Diesel-RxS-cars-Kolkata_DA0176CE092D64C5CFF5378719D02F8F.htm,2016,5.75 Lakh*,,"23,000 kms",Diesel,Dealer,83.8bhp@3750rpm,Manual,First Owner,19.87 kmpl,1461 CC,FWD,5,5 speed
989,Hyundai i10 Sportz,/used-car-details/used-Hyundai-i10-Sportz-cars-Kolkata_DE383905B12CBC5A7F36FD3C1F38DD49.htm,2011,1.65 Lakh*,,"40,000 kms",Petrol,Individual,78.9bhp@6000rpm,Manual,Third Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
990,Hyundai Santro GLS II - Euro II,/used-car-details/used-Hyundai-Santro-GLS-II---Euro-II-cars-Kolkata_90BAAF58B68ACC5B65706DFB485182CB.htm,1999,"95,000*",Rs.  5.34-7.18 Lakh*,"1,20,000 kms",Petrol,Individual,,Manual,Third Owner,0.0 kmpl,,,5,
991,Maruti Swift LXi BSIV,/used-car-details/used-Maruti-Swift-2004-2011-LXi-BSIV-cars-Kolkata_1140701AAEF5127EC5BFE24EABCE5732.htm,2011,2.2 Lakh*,Rs.  6.48-9.50 Lakh*,"73,000 kms",Petrol,Individual,"85ps @ 6,000rpm",Manual,Second Owner,16.1 kmpl,1197 CC,,5,5 Speed
992,Hyundai EON Magna,/used-car-details/used-Hyundai-EON-Magna-cars-Kolkata_C587434C6D8EC73716F80EF8D4523ECB.htm,2012,1.9 Lakh*,,"37,224 kms",Petrol,Dealer,55 Bhp @ 5500 rpm,Manual,First Owner,22.0 kmpl,814 CC,RWD,5,5 Manual
993,Jaguar XF 2.2 Litre Luxury,/used-car-details/used-Jaguar-XF-2.2-Litre-Luxury-cars-Kolkata_01323EBAAB83DAC177EEFCF859770128.htm,2013,19.5 Lakh*,,"41,000 kms",Diesel,Dealer,187.7bhp@3500rpm,Automatic,First Owner,16.36 kmpl,2179 CC,RWD,5,8 Speed
994,Maruti Wagon R VXI,/used-car-details/used-Maruti-Wagon-R-VXI-cars-Kolkata_6877150B5D25711F100AD2ED9392B1D5.htm,2018,3.75 Lakh*,Rs.  5.33-7.05 Lakh*,"25,000 kms",Petrol,Dealer,67.05bhp@5500rpm,Manual,First Owner,21.79 kmpl,998 CC,FWD,5,5 Speed
995,Hyundai i10 Era,/used-car-details/used-Hyundai-i10-Era-cars-Kolkata_174A3206292202E8EC2F8B588E11CCBB.htm,2013,2.69 Lakh*,,"19,966 kms",Petrol,Dealer,68.05bhp@5500rpm,Manual,First Owner,19.81 kmpl,1086 CC,FWD,5,5 Speed
996,Hyundai i20 Sportz 1.4 CRDi,/used-car-details/used-Hyundai-i20-2012-2014-Sportz-1.4-CRDi-cars-Kolkata_32B66273CE258EDB470DD838F34F95D7.htm,2016,5.25 Lakh*,Rs.  9.12-12.03 Lakh*,"19,000 kms",Diesel,Dealer,88.76bhp@4000rpm,Manual,Second Owner,21.9 kmpl,1396 CC,FWD,5,6 Speed
997,Hyundai Venue SX Opt Turbo BSIV,/used-car-details/used-Hyundai-Venue-SX-Opt-Turbo-BSIV-cars-Kolkata_A183F50DD23E7AB2BFA9EAD57E260602.htm,2019,9.25 Lakh*,Rs.  7.78-13.17 Lakh*,"6,000 kms",Petrol,Dealer,118.35bhp@6000rpm,Manual,First Owner,18.27 kmpl,998 CC,FWD,5,6-Speed
998,Mahindra XUV500 W4,/used-car-details/used-Mahindra-XUV500-W4-cars-Kolkata_A372D94F31D30E84E178E981373060C7.htm,2016,6.5 Lakh*,Rs.  18.05-22.99 Lakh*,"60,000 kms",Diesel,Dealer,140bhp@3750rpm,Manual,First Owner,16.0 kmpl,2179 CC,FWD,7,6 Speed 
999,Datsun RediGO S,/used-car-details/used-Datsun-redi-GO-2016-2020-S-cars-Kolkata_288554BEBAB36E59A3444492E3719F68.htm,2019,2.99 Lakh*,Rs.  4.27-5.50 Lakh*,"8,000 kms",Petrol,Dealer,53.64bhp@5678rpm,Manual,First Owner,22.7 kmpl,799 CC,2WD,5,5-Speed
1000,Skoda Laura Ambition 2.0 TDI CR AT,/used-car-details/used-Skoda-Laura-Ambition-2.0-TDI-CR-AT-cars-Kolkata_8AEF4B353B94805947FD1C1F944088F8.htm,2012,3.8 Lakh*,,"54,000 kms",Diesel,Dealer,138.1bhp@4000rpm,Automatic,First Owner,20.0 kmpl,1968 CC,FWD,5,6 Speed
1001,Toyota Innova Crysta 2.4 G MT,/used-car-details/used-Toyota-Innova-Crysta-2016-2020-2.4-G-MT-cars-Kolkata_1BEC7824B8B7BAB2D2D4E148971E7440.htm,2017,13.99 Lakh*,Rs.  19.76-27.98 Lakh*,"1,20,000 kms",Diesel,Dealer,147.51bhp@3400rpm,Manual,First Owner,13.68 kmpl,2393 CC,RWD,7,5 Speed
1002,Skoda Rapid 1.6 TDI Elegance Plus,/used-car-details/used-Skoda-Rapid-2011-2013-1.6-TDI-Elegance-Plus-cars-Kolkata_A9A2AC443C551351A613383CBF520836.htm,2013,3.49 Lakh*,,"38,226 kms",Diesel,Dealer,103.5bhp@4400rpm,Manual,First Owner,20.5 kmpl,1598 CC,FWD,5,5-speed
1003,Chevrolet Beat LS,/used-car-details/used-Chevrolet-Beat-2010-2013-LS-cars-Kolkata_6D2AD2F59D2CCBF56DA430387701A71C.htm,2010,"89,000*",,"49,568 kms",Petrol,Dealer,79.4bhp@6200rpm,Manual,First Owner,18.6 kmpl,1199 CC,FWD,5,5 Speed
1004,Tata Tiago 1.2 Revotron XT,/used-car-details/used-Tata-Tiago-2016-2019-1.2-Revotron-XT-cars-Kolkata_71C8215A7ACA15CC7A1F44E18F896D85.htm,2016,3.15 Lakh*,Rs.  5.62-7.84 Lakh*,"34,000 kms",Petrol,Dealer,84bhp@6000rpm,Manual,First Owner,23.84 kmpl,1199 CC,FWD,5,5 Speed
1005,Ford Ecosport 1.5 Diesel Titanium,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Titanium-cars-Kolkata_43E8A84C8601CAAE81888AEDF73A2E35.htm,2018,7.49 Lakh*,Rs.  10.11-13.26 Lakh*,"46,608 kms",Diesel,Dealer,98.96bhp@3750rpm,Manual,First Owner,21.7 kmpl,1498 CC,FWD,5,5 Speed
1006,Renault Duster 85PS Diesel RxE,/used-car-details/used-Renault-Duster-2016-2019-85PS-Diesel-RxE-cars-Kolkata_E735C1AD8D7691B7428E66A850624904.htm,2017,6 Lakh*,,"26,000 kms",Diesel,Dealer,83.8bhp@3750rpm,Manual,First Owner,19.87 kmpl,1461 CC,FWD,5,5 speed
1007,Mahindra Bolero Power Plus SLE,/used-car-details/used-Mahindra-Bolero-Power-Plus-SLE-cars-Kolkata_82C21B3583A92847238548C05960C213.htm,2018,5.85 Lakh*,,"95,000 kms",Diesel,Dealer,70bhp@3600rpm,Manual,First Owner,16.5 kmpl,1493 CC,RWD,7,5 Speed
1008,Tata New Safari DICOR 2.2 EX 4x2,/used-car-details/used-Tata-Safari-2005-2017-DICOR-2.2-EX-4x2-cars-Kolkata_0728D3AA6AD29131572B15D8FC628516.htm,2009,4 Lakh*,Rs.  16.84-24.46 Lakh*,"40,000 kms",Diesel,Individual,138.1bhp@4000rpm,Manual,First Owner,11.57 kmpl,2179 CC,FWD,7,5 Speed
1009,Hyundai Verna Transform SX VGT CRDi,/used-car-details/used-Hyundai-Verna-2010-2011-Transform-SX-VGT-CRDi-cars-Kolkata_E29231804BC709FCEBD8FA1B84DFC5AC.htm,2010,1.99 Lakh*,Rs.  12.08-16.99 Lakh*,"50,111 kms",Diesel,Dealer,110 PS at 4000 RPM,Manual,First Owner,16.2 kmpl,1493 CC,Two Wheel Drive,5,Five Speed Manual Transmission
1010,Volkswagen Polo Petrol Comfortline 1.2L,/used-car-details/used-Volkswagen-Polo-2009-2013-Petrol-Comfortline-1.2L-cars-Kolkata_98D1C329604AF899F77188B186EA217F.htm,2011,2.79 Lakh*,Rs.  6.90-11.07 Lakh*,"37,256 kms",Petrol,Dealer,73.9bhp@5400rpm,Manual,First Owner,16.47 kmpl,1198 CC,FWD,5,5 Speed
1011,Maruti Ciaz 1.4 Delta,/used-car-details/used-Maruti-Ciaz-1.4-Delta-cars-Kolkata_057EE4A70406EADDC1D706A996725599.htm,2017,5.45 Lakh*,Rs.  9.57-12.95 Lakh*,"58,000 kms",Petrol,Dealer,91.1bhp@6000rpm,Manual,First Owner,20.73 kmpl,1373 CC,FWD,5,5 Speed
1012,Maruti Zen Estilo Sports,/used-car-details/used-Maruti-Zen-Estilo-Sports-cars-Kolkata_0D295B4365BDC72958E1E5BD10EF210F.htm,2008,1.5 Lakh*,,"30,000 kms",Petrol,Individual,"64.9 @ 6,200 (PS@rpm)",Manual,First Owner,16.9 kmpl,1061 CC,2WD,5,5 Speed
1013,Jeep Compass 2.0 Limited Option,/used-car-details/used-Jeep-Compass-2017-2021-2.0-Limited-Option-cars-Kolkata_1890EFDAE7C9E993A9B1890B35FF075B.htm,2017,16 Lakh*,Rs.  21.00-31.86 Lakh*,"90,000 kms",Diesel,Individual,170bhp@3750rpm,Manual,First Owner,17.1 kmpl,1956 CC,4X2,5,6 Speed
1014,Honda City 1.5 V MT,/used-car-details/used-Honda-City-2008-2011-1.5-V-MT-cars-Kolkata_B91BCF138D8D90C93FFE6F501E3510E4.htm,2010,2.75 Lakh*,Rs.  12.47-16.62 Lakh*,"68,000 kms",Petrol,Dealer,"118PS at 6,600 rpm",Manual,First Owner,17.0 kmpl,1497 CC,FWD,5,5 Speed
1015,Ford Figo Petrol ZXI,/used-car-details/used-Ford-Figo-2010-2012-Petrol-ZXI-cars-Kolkata_88372FCA3FCA85BFE891544174521B02.htm,2010,1.7 Lakh*,Rs.  6.69-9.10 Lakh*,"55,000 kms",Petrol,Dealer,70bhp@6250rpm,Manual,First Owner,15.6 kmpl,1196 CC,Front Wheel Drive,5,5 Speed
1016,Maruti Swift LDI BSIV,/used-car-details/used-Maruti-Swift-2014-2021-LDI-BSIV-cars-Kolkata_20C03BD97F794187B937E2AA77B2E2E4.htm,2016,4 Lakh*,,"1,30,130 kms",Diesel,Dealer,74bhp@4000rpm,Manual,First Owner,25.2 kmpl,1248 CC,FWD,5,5 Speed 
1017,Toyota Fortuner 4x2 Manual,/used-car-details/used-Toyota-Fortuner-2011-2016-4x2-Manual-cars-Kolkata_F54C41611BD54DF8044F1A37BC0FCD0A.htm,2013,13 Lakh*,Rs.  36.91-42.90 Lakh*,"1,07,034 kms",Diesel,Dealer,168.5bhp@3600rpm,Manual,First Owner,13.0 kmpl,2982 CC,FWD,7,5 Speed
1018,Renault Duster Petrol RxE,/used-car-details/used-Renault-Duster-2016-2019-Petrol-RxE-cars-Kolkata_D2EDF92A352C082455FDF2AC021B5AFE.htm,2017,6.5 Lakh*,Rs.  11.00-15.93 Lakh*,"16,000 kms",Petrol,Dealer,102.53bhp@5750rpm,Manual,Second Owner,13.06 kmpl,1598 CC,FWD,5,5 Speed
1019,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,/used-car-details/used-Toyota-Innova-2.5-Z-Diesel-7-Seater-BS-IV-cars-Kolkata_EBC40D56055F2EB4ED947C76CF2D42E8.htm,2014,8.25 Lakh*,,"81,000 kms",Diesel,Dealer,100.6bhp@3600rpm,Manual,First Owner,12.99 kmpl,2494 CC,FWD,7,5 Speed
1020,Hyundai Creta 1.6 VTVT SX Plus,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-VTVT-SX-Plus-cars-Kolkata_3E581B5F4E97D70C9E314C908EC96CBE.htm,2017,8.25 Lakh*,Rs.  11.36-19.89 Lakh*,"53,000 kms",Petrol,Dealer,121.3bhp@6400rpm,Manual,First Owner,13.0 kmpl,1591 CC,FWD,5,6 Speed
1021,Maruti Swift VXi BSIV,/used-car-details/used-Maruti-Swift-2004-2011-VXi-BSIV-cars-Kolkata_E54DCDEF1BFEDA206A851CB61AC490EA.htm,2011,2.45 Lakh*,Rs.  6.48-9.50 Lakh*,"48,000 kms",Petrol,Dealer,"85ps @ 6,000rpm",Manual,First Owner,16.1 kmpl,1197 CC,,5,5 Speed
1022,Mahindra KUV 100 mFALCON G80 K4 Plus,/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-G80-K4-Plus-cars-Kolkata_B5ED24694F9335C1F6A50B2057B17E9B.htm,2016,2.55 Lakh*,Rs.  7.27-9.07 Lakh*,"45,471 kms",Petrol,Individual,82bhp@5500rpm,Manual,Second Owner,18.15 kmpl,1198 CC,FWD,6,5 Speed
