,Car Name,Car url,Year,Selling Price,Current Value,KMs Driven,Fuel,Seller Type,max_power,Transmission,Owner,Mileage,Engine,Drive Type,Seats,Gear Box
285,Hyundai i20 1.2 Magna Executive,/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Magna-Executive-cars-Kolkata_3BB2E42614E652925672C15414911AE9.htm,2017,5.3 Lakh*,Rs.  7.69-12.67 Lakh*,"30,000 kms",Petrol,Individual,81.83bhp@6000rpm,Manual,First Owner,18.6 kmpl,1197 CC,FWD,5,5 Speed
286,Honda City i VTEC SV,/used-car-details/used-Honda-City-2014-2015-i-VTEC-SV-cars-Kolkata_7121B9478CB666B6448D6681D37D0B91.htm,2014,4.85 Lakh*,Rs.  12.47-16.62 Lakh*,"60,000 kms",Petrol,Dealer,117.3bhp@6600rpm,Manual,First Owner,17.4 kmpl,1497 CC,FWD,5,5 Speed 
287,Renault Lodgy Stepway 110PS RXZ 8S,/used-car-details/used-Renault-Lodgy-Stepway-110PS-RXZ-8S-cars-Kolkata_E8376AF5BAA8DB2A90C226BA2D8D4E67.htm,2016,6.5 Lakh*,,"2,900 kms",Diesel,Dealer,108.5bhp@4000rpm,Manual,First Owner,19.98 kmpl,1461 CC,FWD,8,6 Speed
288,Honda City i VTEC VX,/used-car-details/used-Honda-City-2015-2017-i-VTEC-VX-cars-Kolkata_821CC9A7940C01361BEB19C4211BA16C.htm,2017,7.99 Lakh*,Rs.  12.47-16.62 Lakh*,"36,178 kms",Petrol,Dealer,117.3bhp@6600rpm,Manual,First Owner,17.8 kmpl,1497 CC,FWD,5,5 Speed
289,Toyota Etios G,/used-car-details/used-Toyota-Etios-2013-2014-G-cars-Kolkata_A198D7B6951F18830A8175E5C990B30B.htm,2014,3.35 Lakh*,,"38,471 kms",Petrol,Dealer,88.73bhp@5600rpm,Manual,First Owner,16.78 kmpl,1496 CC,FWD,5,5 Speed
290,Maruti Baleno 1.2 CVT Alpha,/used-car-details/used-Maruti-Baleno-1.2-CVT-Alpha-cars-Kolkata_89613ACD65CD4BD8B343E52257431190.htm,2017,5.85 Lakh*,Rs.  6.78-10.42 Lakh*,"35,000 kms",Petrol,Individual,83.1bhp@6000rpm,Automatic,First Owner,21.4 kmpl,1197 CC,FWD,5,CVT
291,Hyundai i10 Magna 1.2 iTech SE,/used-car-details/used-Hyundai-i10-Magna-1.2-iTech-SE-cars-Kolkata_F11EE963183485AEFD408A234BBD47BD.htm,2009,1.65 Lakh*,,"25,000 kms",Petrol,Individual,78.9bhp@6000rpm,Manual,Second Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
292,Maruti Swift VVT VXI,/used-car-details/used-Maruti-Swift-2014-2021-VVT-VXI-cars-Kolkata_B80E553CEF243C8F780BC6A098C1C100.htm,2015,3.75 Lakh*,Rs.  6.48-9.50 Lakh*,"42,000 kms",Petrol,Dealer,81.80bhp@6000rpm,Manual,First Owner,22.0 kmpl,1197 CC,,5,5
293,Honda Jazz 1.5 S i DTEC,/used-car-details/used-Honda-Jazz-2018-2020-1.5-S-i-DTEC-cars-Kolkata_4A787DCEBBD057689FFA489EFF8A35B7.htm,2017,4.49 Lakh*,,"48,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,27.3 kmpl,1498 CC,FWD,5,6 Speed
294,Toyota Etios Liva G,/used-car-details/used-Toyota-Etios-Liva-2013-2014-G-cars-Kolkata_6235913F02439315B45678362C60AC78.htm,2014,3.3 Lakh*,,"36,000 kms",Petrol,Dealer,78.9bhp@5600rpm,Manual,First Owner,17.71 kmpl,1197 CC,FWD,5,5 Speed 
295,Audi Q5 2.0 TDI,/used-car-details/used-Audi-Q5-2008-2012-2.0-TDI-cars-Kolkata_6D6EA1E9EC6A7E3DCB97C922E2014763.htm,2011,13 Lakh*,,"65,345 kms",Diesel,Dealer,167.6bhp@4200rpm,Automatic,First Owner,12.8 kmpl,1968 CC,Permanent all-wheel drive quattro,5,7-Speed S tronic
296,Tata Tigor XZ Plus,/used-car-details/used-Tata-Tigor-2017-2020-XZ-Plus-cars-Kolkata_15897E989A76B6FB94C1D5FD5DE59DC6.htm,2018,5.5 Lakh*,Rs.  6.25-8.60 Lakh*,"27,000 kms",Petrol,Individual,83.81bhp@6000rpm,Manual,First Owner,20.3 kmpl,1199 CC,FWD,5,5 Speed
297,Mahindra Bolero DI - AC BS III,/used-car-details/used-Mahindra-Bolero-2011-2019-DI---AC-BS-III-cars-Kolkata_196236D6F1BBC601FA69A43569112F0D.htm,2013,4.5 Lakh*,Rs.  10.06-11.14 Lakh*,"50,000 kms",Diesel,Individual,63bhp@3200rpm,Manual,Second Owner,15.96 kmpl,2523 CC,2WD,9,5 Speed
298,Chevrolet Beat LS,/used-car-details/used-Chevrolet-Beat-2010-2013-LS-cars-Kolkata_5CE9EF03FA36E7A881C4E314769A582D.htm,2012,1.7 Lakh*,,"56,000 kms",Petrol,Individual,79.4bhp@6200rpm,Manual,First Owner,18.6 kmpl,1199 CC,FWD,5,5 Speed
299,Honda City 1.5 EX-S,/used-car-details/used-Honda-City-1997-2006-1.5-EX-S-cars-Kolkata_B676890EC022BB84433E124E32A6CCAE.htm,2005,1.35 Lakh*,Rs.  12.47-16.62 Lakh*,"50,000 kms",Petrol,Individual,,Manual,Third Owner,12.0 kmpl,,,5,
300,Hyundai i20 Magna,/used-car-details/used-Hyundai-i20-2012-2014-Magna-cars-Kolkata_C5B10F6C722E785F9DA855E3AA5A30B6.htm,2013,3.2 Lakh*,Rs.  7.69-12.67 Lakh*,"24,000 kms",Petrol,Individual,82.85bhp@6000rpm,Manual,First Owner,18.5 kmpl,1197 CC,FWD,5,5 Speed
301,Hyundai Verna 1.6 CRDI SX Option,/used-car-details/used-Hyundai-Verna-2016-2017-1.6-CRDI-SX-Option-cars-Kolkata_1A405EFEF8DA43DDAD88E50A04E8A442.htm,2016,5.8 Lakh*,Rs.  12.08-16.99 Lakh*,"50,000 kms",Diesel,Individual,126.2bhp@4000rpm,Manual,Second Owner,23.9 kmpl,1582 CC,FWD,5,6 Speed 
302,Ford Figo Diesel EXI,/used-car-details/used-Ford-Figo-2010-2012-Diesel-EXI-cars-Kolkata_90BF55E058B999A332CA8849C9C273AF.htm,2011,1.5 Lakh*,Rs.  9.01-9.50 Lakh*,"79,000 kms",Diesel,Individual,68bhp@4000rpm,Manual,First Owner,20.0 kmpl,1399 CC,Front Wheel Drive,5,5 Speed
303,Tata Nano Cx BSIII,/used-car-details/used-Tata-Nano-2009-2011-Cx-BSIII-cars-Kolkata_50D3297C645825C4056CF1814B621E5E.htm,2010,"28,500*",,"30,000 kms",Petrol,Individual,"35 @ 5,250+/-250 (PS@rpm)",Manual,Second Owner,26.0 kmpl,624 CC,RWD,4,4 Speed
304,Ford Fiesta Titanium 1.5 TDCi,/used-car-details/used-Ford-Fiesta-2011-2013-Titanium-1.5-TDCi-cars-Kolkata_896F01207EDB68CE3B4BB4E90144AE84.htm,2012,2.75 Lakh*,,"1,08,000 kms",Diesel,Individual,90ps @ 3750rpm,Manual,Third Owner,23.5 kmpl,1498 CC,2wd,5,5 Speed
305,Maruti Alto 800 VXI,/used-car-details/used-Maruti-Alto-800-2012-2016-VXI-cars-Kolkata_6B9E89467D47B5E0EB9AFAAD747F3BED.htm,2016,2.5 Lakh*,Rs.  3.35-4.63 Lakh*,"80,000 kms",Petrol,Individual,47.3bhp@6000rpm,Manual,First Owner,22.74 kmpl,796 CC,FWD,5,5 Speed
306,BMW X1 xDrive 20d M Sport,/used-car-details/used-BMW-X1-2015-2020-xDrive-20d-M-Sport-cars-Kolkata_043C2D85F44CEE868A1DDEBB5048767B.htm,2017,22.99 Lakh*,Rs.  47.94 Lakh*,"53,001 kms",Diesel,Dealer,188bhp@4000rpm,Automatic,First Owner,20.68 kmpl,1995 CC,4WD,5,8 Speed
307,Ford Figo Diesel EXI,/used-car-details/used-Ford-Figo-2010-2012-Diesel-EXI-cars-Kolkata_E8D5B0AB932A79404D496B19480CB10F.htm,2011,1.85 Lakh*,Rs.  9.01-9.50 Lakh*,"42,000 kms",Diesel,Individual,68bhp@4000rpm,Manual,Second Owner,20.0 kmpl,1399 CC,Front Wheel Drive,5,5 Speed
308,Maruti Swift Dzire ZDI,/used-car-details/used-Maruti-Swift-Dzire-2011-2014-ZDI-cars-Kolkata_8C1986135066A817877606FC9BD875FB.htm,2014,4.2 Lakh*,,"51,000 kms",Diesel,Individual,74bhp@4000rpm,Manual,Third Owner,23.4 kmpl,1248 CC,FWD,5,5 Speed
309,Hyundai Xcent 1.2 Kappa Base,/used-car-details/used-Hyundai-Xcent-2014-2016-1.2-Kappa-Base-cars-Kolkata_BD795EB91EFC109A93464E00B75CDCB7.htm,2014,3.2 Lakh*,,"50,000 kms",Petrol,Individual,82bhp@6000rpm,Manual,First Owner,19.1 kmpl,1197 CC,FWD ,5,5 Speed 
310,Renault Triber RXZ BSIV,/used-car-details/used-Renault-Triber-RXZ-BSIV-cars-Kolkata_659D10734351E61FD0D554607C5B54AD.htm,2019,7 Lakh*,Rs.  6.22-8.89 Lakh*,"2,800 kms",Petrol,Individual,72bhp@6250rpm,Manual,First Owner,20.0 kmpl,999 CC,FWD,7,5-Speed
311,Nissan Micra XL,/used-car-details/used-Nissan-Micra-2010-2012-XL-cars-Kolkata_8EE71CC27A04CD06EA97DFB55CCD78EB.htm,2011,1.5 Lakh*,,"30,000 kms",Petrol,Individual,75bhp@6000rpm,Manual,First Owner,18.06 kmpl,1198 CC,FWD,5,5 Speed 
312,Volkswagen Vento 1.2 TSI Highline AT,/used-car-details/used-Volkswagen-Vento-2015-2019-1.2-TSI-Highline-AT-cars-Kolkata_09D7C25B4264C78E69B8B3E9A80B9E05.htm,2015,4.5 Lakh*,Rs.  11.02-15.35 Lakh*,"60,250 kms",Petrol,Dealer,103.2bhp@5000rpm,Automatic,First Owner,18.19 kmpl,1197 CC,FWD,5,7 Speed
313,Chevrolet Enjoy TCDi LS 8 Seater,/used-car-details/used-Chevrolet-Enjoy-2013-2015-TCDi-LS-8-Seater-cars-Kolkata_8AA730A6B66B903E647086602C582076.htm,2014,3.96 Lakh*,,"30,000 kms",Diesel,Individual,73.8bhp@4000rpm,Manual,First Owner,18.2 kmpl,1248 CC,FWD,8,5 Speed
314,Hyundai Santro Sportz BSIV,/used-car-details/used-Hyundai-Santro-Sportz-BSIV-cars-Kolkata_7322B3146B3EEBE42340139CEC3652EF.htm,2018,4.21 Lakh*,Rs.  5.34-7.18 Lakh*,"17,293 kms",Petrol,Dealer,68bhp@5500rpm,Manual,Second Owner,20.3 kmpl,1086 CC,FWD,5,5 Speed
315,Maruti Swift Dzire LDI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-LDI-cars-Kolkata_6EBAB7851F37FAA09247AF2BCE254ADC.htm,2015,3.75 Lakh*,,"60,000 kms",Diesel,Individual,74bhp@4000rpm,Manual,First Owner,26.59 kmpl,1248 CC,FWD,5,5 Speed
316,Datsun RediGO T Option,/used-car-details/used-Datsun-redi-GO-2016-2020-T-Option-cars-Kolkata_EBCB1A16AB85440F6FE6FC2884B33474.htm,2018,3 Lakh*,Rs.  4.27-5.50 Lakh*,"10,000 kms",Petrol,Individual,53.64bhp@5678rpm,Manual,First Owner,22.7 kmpl,799 CC,2WD,5,5-Speed
317,Tata Zest Revotron 1.2T XM,/used-car-details/used-Tata-Zest-Revotron-1.2T-XM-cars-Kolkata_452C2D64A549C8E9EDAE6AC3ED966A35.htm,2015,4 Lakh*,,"40,000 kms",Petrol,Individual,88.7bhp@5000rpm,Manual,First Owner,17.57 kmpl,1193 CC,FWD,5,5 Speed
318,Mahindra Scorpio S3 Plus 9 Seater,/used-car-details/used-Mahindra-Scorpio-S3-Plus-9-Seater-cars-Kolkata_6BD97AB7A1386D08B49A1B72C2CAF8FE.htm,2019,9.5 Lakh*,Rs.  14.74-20.21 Lakh*,"33,000 kms",Diesel,Dealer,120bhp@4000rpm,Manual,First Owner,0.0 kmpl,2179 CC,RWD,9,5 Speed
319,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Titanium-Plus-BSIV-cars-Kolkata_83F98E1B94544BC8831E2C5BD6156C84.htm,2018,8 Lakh*,Rs.  10.11-13.26 Lakh*,"49,000 kms",Diesel,Dealer,98.96bhp@3750rpm,Manual,First Owner,23.0 kmpl,1498 CC,FWD,5,5 Speed
320,Honda City i DTec VX Option,/used-car-details/used-Honda-City-2015-2017-i-DTec-VX-Option-cars-Kolkata_F41D4FD09F1266CE3DD3C8187F6C5D61.htm,2016,6 Lakh*,Rs.  14.24-16.84 Lakh*,"70,000 kms",Diesel,Individual,98.6bhp@3600rpm,Manual,First Owner,26.0 kmpl,1498 CC,FWD,5,6 Speed
321,Volkswagen Jetta 2.0L TDI Highline,/used-car-details/used-Volkswagen-Jetta-2012-2014-2.0L-TDI-Highline-cars-Kolkata_01376FC32A6F24C1F270829A422A6CD0.htm,2012,4.38 Lakh*,,"48,000 kms",Diesel,Dealer,138.1bhp@4200rpm,Manual,First Owner,19.33 kmpl,1968 CC,FWD,5,6 Speed
322,Honda City i DTEC VX,/used-car-details/used-Honda-City-2014-2015-i-DTEC-VX-cars-Kolkata_85DF557CE6C1DA7E60CEB4232781631B.htm,2014,5 Lakh*,Rs.  14.24-16.84 Lakh*,"55,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,25.1 kmpl,1498 CC,FWD,5,6 Speed 
323,Honda City i DTec VX,/used-car-details/used-Honda-City-2015-2017-i-DTec-VX-cars-Kolkata_5F92110804B196C6C10816C2608608B8.htm,2016,5.5 Lakh*,Rs.  14.24-16.84 Lakh*,"55,000 kms",Diesel,Dealer,98.6bhp@3600rpm,Manual,First Owner,26.0 kmpl,1498 CC,FWD,5,6 Speed
324,Honda City 1.5 S MT,/used-car-details/used-Honda-City-2008-2011-1.5-S-MT-cars-Kolkata_BC0D76634CBED067EC486BFB765DC365.htm,2009,3.35 Lakh*,Rs.  12.47-16.62 Lakh*,"85,014 kms",Petrol,Dealer,"118PS at 6,600 rpm",Manual,First Owner,17.0 kmpl,1497 CC,FWD,5,5 Speed
325,Hyundai Verna 1.6 CRDI SX Option,/used-car-details/used-Hyundai-Verna-2016-2017-1.6-CRDI-SX-Option-cars-Kolkata_48FAA6CB00A9D5A144BB8B40D776A12F.htm,2016,5.5 Lakh*,Rs.  12.08-16.99 Lakh*,"44,000 kms",Diesel,Dealer,126.2bhp@4000rpm,Manual,First Owner,23.9 kmpl,1582 CC,FWD,5,6 Speed 
326,Hyundai Xcent 1.1 CRDi SX,/used-car-details/used-Hyundai-Xcent-2014-2016-1.1-CRDi-SX-cars-Kolkata_9F3138409B0C6FD1743B6C79FF16271D.htm,2015,3.95 Lakh*,,"43,000 kms",Diesel,Dealer,71bhp@4000rpm,Manual,First Owner,24.4 kmpl,1120 CC,FWD ,5,5 Speed 
327,Volkswagen Polo 1.2 MPI Comfortline,/used-car-details/used-Volkswagen-Polo-2013-2015-1.2-MPI-Comfortline-cars-Kolkata_F419D0EC4E8890D1C1E327DE20322AAB.htm,2014,3 Lakh*,Rs.  6.90-11.07 Lakh*,"62,800 kms",Petrol,Dealer,74bhp@5400rpm,Manual,Second Owner,16.47 kmpl,1198 CC,FWD,5,5 Speed
328,Mahindra XUV500 W4,/used-car-details/used-Mahindra-XUV500-W4-cars-Kolkata_A4B6EBEBC7706E4012ADF90813DA90FE.htm,2015,6.5 Lakh*,Rs.  18.05-22.99 Lakh*,"62,000 kms",Diesel,Dealer,140bhp@3750rpm,Manual,First Owner,16.0 kmpl,2179 CC,FWD,7,6 Speed 
329,Ford Endeavour 3.2 Titanium AT 4X4,/used-car-details/used-Ford-Endeavour-2015-2020-3.2-Titanium-AT-4X4-cars-Kolkata_DF0CA292E4BBB6A2744C9FCE3F48CDCF.htm,2017,25.5 Lakh*,Rs.  37.76-40.48 Lakh*,"51,000 kms",Diesel,Dealer,197bhp@3000rpm,Automatic,First Owner,10.91 kmpl,3198 CC,4WD,7,6 Speed
330,Toyota Innova 2.5 G (Diesel) 8 Seater,/used-car-details/used-Toyota-Innova-2.5-G-(Diesel)-8-Seater-cars-Kolkata_AF453765086CA02EAE0351F6A1E1D68A.htm,2014,8 Lakh*,,"65,000 kms",Diesel,Dealer,100.6bhp@3600rpm,Manual,First Owner,12.99 kmpl,2494 CC,RWD,8,5 Speed
331,Volkswagen Jetta 1.9 Highline TDI,/used-car-details/used-Volkswagen-Jetta-2007-2011-1.9-Highline-TDI-cars-Kolkata_D9ECCB359BEFBE054E4129A0FFB8D5B0.htm,2011,2.45 Lakh*,,"65,000 kms",Diesel,Dealer,"105 @ 4,000 (PS@rpm)",Automatic,First Owner,15.5 kmpl,1896 CC,,5,6 Speed
332,Toyota Innova 2.5 VX (Diesel) 8 Seater,/used-car-details/used-Toyota-Innova-2012-2013-2.5-VX-(Diesel)-8-Seater-cars-Kolkata_38FC8E31CBB3527406AD0F9A6D50F438.htm,2013,7.25 Lakh*,,"77,000 kms",Diesel,Dealer,100bhp@3600rpm,Manual,First Owner,12.99 kmpl,2494 CC,FWD,8,5 Speed
333,Volkswagen Vento Diesel Comfortline,/used-car-details/used-Volkswagen-Vento-2010-2013-Diesel-Comfortline-cars-Kolkata_676C254A0A8ADC17389F4EBA67EBA107.htm,2012,2.55 Lakh*,,"69,000 kms",Diesel,Dealer,103.6bhp@4400rpm,Manual,First Owner,20.54 kmpl,1598 CC,FWD,5,5 Speed
334,Hyundai Grand i10 1.2 Kappa Sportz BSIV,/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Sportz-BSIV-cars-Kolkata_0A217A428A25AB16E6B92E76BE0FBED1.htm,2017,3.97 Lakh*,,"31,000 kms",Petrol,Dealer,81.86bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
335,Chevrolet Enjoy TCDi LS 8 Seater,/used-car-details/used-Chevrolet-Enjoy-2013-2015-TCDi-LS-8-Seater-cars-Kolkata_0CDC020D620B79B8238071D2AA075291.htm,2013,2.85 Lakh*,,"62,000 kms",Diesel,Dealer,73.8bhp@4000rpm,Manual,First Owner,18.2 kmpl,1248 CC,FWD,8,5 Speed
336,Honda Jazz 1.2 S i VTEC,/used-car-details/used-Honda-Jazz-2018-2020-1.2-S-i-VTEC-cars-Kolkata_D9B23AD26F573701ED26C91E9FD561AF.htm,2018,5 Lakh*,Rs.  8.60-11.05 Lakh*,"38,038 kms",Petrol,Dealer,88.7bhp@6000rpm,Manual,First Owner,18.7 kmpl,1199 CC,FWD,5,5 Speed
337,Mahindra KUV 100 mFALCON D75 K8,/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-D75-K8-cars-Kolkata_98D4A63258EFAB884C92AB4765800006.htm,2016,3.99 Lakh*,,"38,000 kms",Diesel,Dealer,77bhp@3750rpm,Manual,First Owner,25.32 kmpl,1198 CC,FWD,6,5 Speed
338,Nissan Sunny XL,/used-car-details/used-Nissan-Sunny-2014-2016-XL-cars-Kolkata_1CC14BDA46AF51F34DBD681320E85E22.htm,2015,3.9 Lakh*,,"39,000 kms",Petrol,Dealer,97.6bhp@6000rpm,Manual,First Owner,16.95 kmpl,1498 CC,FWD,5,5 Speed
339,Renault Duster 85PS Diesel RxL Option,/used-car-details/used-Renault-Duster-2015-2016-85PS-Diesel-RxL-Option-cars-Kolkata_0101A9B04FDCCACCD1DC8D6A54044471.htm,2014,4.75 Lakh*,,"26,000 kms",Diesel,Dealer,83.8bhp@3750rpm,Manual,First Owner,19.87 kmpl,1461 CC,FWD,5,5 speed
340,Hyundai EON D Lite Plus,/used-car-details/used-Hyundai-EON-D-Lite-Plus-cars-Kolkata_3D5DCBF065910627E353DA7EAE60A96D.htm,2012,2.15 Lakh*,,"25,000 kms",Petrol,Dealer,55.2bhp@5500rpm,Manual,First Owner,21.1 kmpl,814 CC,FWD,5,5 Speed
341,Honda Brio S Option MT,/used-car-details/used-Honda-Brio-2011-2013-S-Option-MT-cars-Kolkata_84BA621E2CFB9DDF53B5788F067EFD23.htm,2012,2.5 Lakh*,,"54,000 kms",Petrol,Dealer,86.8bhp@6000rpm,Manual,First Owner,18.4 kmpl,1198 CC,FWD,5,5 Speed 
342,Hyundai i20 1.4 Asta Option,/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.4-Asta-Option-cars-Kolkata_08249453EEC9FC37AA9098093993A25B.htm,2018,6.8 Lakh*,Rs.  9.12-12.03 Lakh*,"19,000 kms",Diesel,Dealer,88.73bhp@4000rpm,Manual,First Owner,22.54 kmpl,1396 CC,FWD,5,6 Speed
343,Toyota Camry Hybrid,/used-car-details/used-Toyota-Camry-2012-2014-Hybrid-cars-Kolkata_4007E68D3633FCCD91EB7A17B8434745.htm,2014,14.95 Lakh*,Rs.  45.15 Lakh*,"78,000 kms",Petrol,Dealer,158.2bhp@5700rpm,Automatic,First Owner,19.16 kmpl,2494 CC,FWD,5,6 Speed 
344,Hyundai EON Sportz,/used-car-details/used-Hyundai-EON-Sportz-cars-Kolkata_04648846407B95790918BBF1A99491B3.htm,2012,1.96 Lakh*,,"45,000 kms",Petrol,Dealer,55.2bhp@5500rpm,Manual,First Owner,21.1 kmpl,814 CC,FWD,5,5 Speed
345,Ford Figo Diesel ZXI,/used-car-details/used-Ford-Figo-2010-2012-Diesel-ZXI-cars-Kolkata_C1DAE5B2A051AE9CEC551C29FDCC98D7.htm,2011,1.89 Lakh*,Rs.  9.01-9.50 Lakh*,"64,000 kms",Diesel,Dealer,68bhp@4000rpm,Manual,First Owner,20.0 kmpl,1399 CC,Front Wheel Drive,5,5 Speed
346,Hyundai i10 Magna,/used-car-details/used-Hyundai-i10-Magna-cars-Kolkata_DB3E4C4F599344574C7829186B1744AE.htm,2011,2 Lakh*,,"40,000 kms",Petrol,Individual,78.9bhp@6000rpm,Manual,First Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
347,Maruti Swift Dzire VXI,/used-car-details/used-Maruti-Swift-Dzire-2014-2017-VXI-cars-Kolkata_922FF6E6484D4DECD5D836741FC953CF.htm,2017,5.25 Lakh*,Rs.  6.67-10.01 Lakh*,"31,117 kms",Petrol,Dealer,83.14bhp@6000rpm,Manual,First Owner,20.85 kmpl,1197 CC,FWD,5,5 Speed
348,Volkswagen Polo 1.2 MPI Comfortline,/used-car-details/used-Volkswagen-Polo-2015-2019-1.2-MPI-Comfortline-cars-Kolkata_AF7E915E25DAA586022ACB9C3CDDDD34.htm,2017,4.49 Lakh*,Rs.  6.90-11.07 Lakh*,"35,000 kms",Petrol,Dealer,74bhp@5400rpm,Manual,First Owner,16.2 kmpl,1199 CC,FWD,5,5 Speed
349,Ford Ecosport 1.5 Diesel Titanium,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Diesel-Titanium-cars-Kolkata_DBD6E603418A489AA685CC16248D46EB.htm,2015,5.25 Lakh*,Rs.  10.11-13.26 Lakh*,"88,117 kms",Diesel,Dealer,98.96bhp@3750rpm,Manual,First Owner,21.7 kmpl,1498 CC,FWD,5,5 Speed
350,Renault Scala RxL AT,/used-car-details/used-Renault-Scala-RxL-AT-cars-Kolkata_F9F457841846B6570136547D691D50F1.htm,2015,4.51 Lakh*,,"43,000 kms",Petrol,Dealer,99.6bhp@5600rpm,Automatic,Second Owner,17.97 kmpl,1498 CC,FWD,5,5 Speed
351,Maruti Alto K10 LXI,/used-car-details/used-Maruti-Alto-K10-2010-2014-LXI-cars-Kolkata_9BCD511E2278B7E590DD21051705CD72.htm,2014,2.4 Lakh*,,"34,000 kms",Petrol,Dealer,67.1bhp@6200rpm,Manual,First Owner,20.92 kmpl,998 CC,FWD,5,5 Speed
352,Volkswagen Vento 1.6 Highline,/used-car-details/used-Volkswagen-Vento-2015-2019-1.6-Highline-cars-Kolkata_F7CC539A754EC93B7CB5AE8913387A93.htm,2018,6.5 Lakh*,Rs.  11.02-15.35 Lakh*,"24,000 kms",Petrol,Dealer,103.2bhp@5250rpm,Manual,First Owner,16.09 kmpl,1598 CC,FWD,5,5 Speed
353,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,/used-car-details/used-Mahindra-KUV-100-2016-2017-mFALCON-D75-K8-Dual-Tone-cars-Kolkata_A46A302122FF90CD755DF3DB8AA8A7FC.htm,2016,3.5 Lakh*,,"57,000 kms",Diesel,Dealer,77bhp@3750rpm,Manual,First Owner,25.32 kmpl,1198 CC,FWD,6,5 Speed
354,Hyundai Creta 1.6 CRDi SX Option,/used-car-details/used-Hyundai-Creta-2015-2020-1.6-CRDi-SX-Option-cars-Kolkata_661F65403F529144A918654BEDAF0288.htm,2015,8.24 Lakh*,Rs.  11.88-19.79 Lakh*,"40,000 kms",Diesel,Dealer,126.2bhp@4000rpm,Manual,First Owner,19.67 kmpl,1582 CC,FWD,5,6 Speed
355,Hyundai i20 Active 1.2 S,/used-car-details/used-Hyundai-i20-Active-1.2-S-cars-Kolkata_AEAFA9F64F37DB8052885261AF6470F0.htm,2016,5.21 Lakh*,,"39,000 kms",Petrol,Dealer,81.86bhp@6000rpm,Manual,First Owner,17.19 kmpl,1197 CC,FWD,5,5 Speed
356,Hyundai Grand i10 Magna,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Magna-cars-Kolkata_FF93C5AD215C2786C848B0FCC5DED719.htm,2013,2.99 Lakh*,,"38,256 kms",Petrol,Dealer,82bhp@6000rpm,Manual,First Owner,18.9 kmpl,1197 CC,FWD,5,5 Speed
357,Mercedes-Benz GLA Class 200 CDI SPORT,/used-car-details/used-Mercedes-Benz-GLA-Class-2014-2017-200-CDI-SPORT-cars-Kolkata_08E9699CA42E5426BC89ECF2DF93D1E6.htm,2014,16 Lakh*,,"40,000 kms",Diesel,Individual,136bhp@3600-4400rpm,Automatic,First Owner,17.9 kmpl,2143 CC,AWD,5,7 Speed 7G-DCT
358,Hyundai i10 Sportz,/used-car-details/used-Hyundai-i10-Sportz-cars-Kolkata_0010D7F09B2456B026EF7E98964137DD.htm,2013,2.75 Lakh*,,"48,000 kms",Petrol,Dealer,78.9bhp@6000rpm,Manual,First Owner,20.36 kmpl,1197 CC,FWD,5,5 Speed
359,Maruti Ciaz Zeta 1.5,/used-car-details/used-Maruti-Ciaz-Zeta-1.5-cars-Kolkata_3ADED158452DE7175B6981CCBA14BC90.htm,2020,11 Lakh*,,"8,800 kms",Diesel,Individual,93.87bhp@4000rpm,Manual,First Owner,26.32 kmpl,1498 CC,FWD,5,5 Speed
360,Maruti Swift Dzire VXI,/used-car-details/used-Maruti-Swift-Dzire-2011-2014-VXI-cars-Kolkata_00CC0F07DBECDACFD7265391B8BEA67F.htm,2014,3.7 Lakh*,Rs.  6.67-10.01 Lakh*,"25,000 kms",Petrol,Dealer,85.8bhp@6000rpm,Manual,First Owner,19.1 kmpl,1197 CC,FWD,5,5 Speed
361,Honda City 1.5 V AT,/used-car-details/used-Honda-City-2008-2011-1.5-V-AT-cars-Kolkata_533329BEE28F583E0F84291161A2C4C3.htm,2010,2.8 Lakh*,Rs.  12.47-16.62 Lakh*,"51,364 kms",Petrol,Dealer,"118PS at 6,600 rpm",Automatic,First Owner,16.8 kmpl,1497 CC,FWD,5,5 Speed
362,Hyundai Elantra SX AT,/used-car-details/used-Hyundai-Elantra-2012-2015-SX-AT-cars-Kolkata_B611192E9EDD2258CC93A937DF04C232.htm,2014,6 Lakh*,Rs. 20.08-22.57 Lakh* ,"45,000 kms",Petrol,Dealer,147.5bhp@6500rpm,Automatic,First Owner,14.5 kmpl,1797 CC,FWD,5,6 Speed
